target,drug_ratio,Polymer_ratio,The 3rd component_ratio,Technique,tech_temp,Temperature/,RH/%,Time/d,MinAbsEStateIndex,MinPartialCharge,MaxAbsPartialCharge,BalabanJ,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA2,PEOE_VSA4,PEOE_VSA7,PEOE_VSA8,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA9,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,TPSA,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA6,EState_VSA8,EState_VSA9,VSA_EState3,VSA_EState8,VSA_EState9,FractionCSP3,NumAtomStereoCenters,NumHDonors,NumHeteroatoms,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,MolLogP,fr_ArN,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_carbamate,fr_alkyl_halide,fr_bicyclic,fr_halogen,fr_nitro_arom,fr_oxazole,fr_para_hydroxylation,fr_phenol_noOrthoHbond,fr_piperdine,fr_priamide,fr_tetrazole,fr_urea,Tg_polymer,MaxEStateIndex_polymer,MinAbsEStateIndex_polymer,MinEStateIndex_polymer,MaxAbsPartialCharge_polymer,MinAbsPartialCharge_polymer,BCUT2D_MWLOW_polymer,BCUT2D_MRHI_polymer,BCUT2D_MRLOW_polymer,PEOE_VSA14_polymer,PEOE_VSA3_polymer,EState_VSA10_polymer,EState_VSA7_polymer,VSA_EState4_polymer,VSA_EState8_polymer,fr_Ndealkylation1_polymer,fr_unbrch_alkane_polymer,PEOE_VSA14_3com,EState_VSA6_3com
0,20,80,0,2,25,40,75,4,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,25,75,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,25,75,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,30,70,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,30,70,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,35,65,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,35,65,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,40,60,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,40,60,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,45,55,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,45,55,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,50,50,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,50,50,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,55,45,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,55,45,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,60,40,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,60,40,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,65,35,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,65,35,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,70,30,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,70,30,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,75,25,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,75,25,0,2,25,40,75,3,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,80,20,0,2,25,40,75,1,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,80,20,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,85,15,0,2,25,40,75,1,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,85,15,0,2,25,40,75,2,0.473518519,-0.350883837,0.350883837,2.30525079,1.569155278,5.733667477,0,0,4.899909731,0,23.25963712,0,4.794537184,29.55792728,0,5.733667477,0,0,0,6.031114512,0,46.33,4.794537184,0,0,4.899909731,0,5.733667477,0,0,0,0,0,1,3,0,0,0,0,3.3872,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,5,95,0,2,25,40,75,180,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,10,90,0,2,25,40,75,4,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,10,90,0,2,25,40,75,5,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,15,85,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,15,85,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,20,80,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,20,80,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,25,75,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,25,75,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,30,70,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,30,70,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,35,65,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,35,65,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,40,60,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
0,40,60,0,2,25,40,75,3,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
1,45,55,0,2,25,40,75,2,0.046864712,-0.504861549,0.504861549,2.093281793,2.423248612,10.423316,5.817862778,0,9.099753175,0,24.26546827,18.80796705,18.31886156,27.50749853,9.289194512,0,4.895483476,0,0,35.7683706,14.81782834,99.6,18.31886156,21.97383706,0,30.33183534,10.30076712,0,12.83147904,0,-2.68883674,0.066666667,0,2,8,0,0,0,0,1.581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,14.01328809,0.007241923,-1.023293127,0.465728013,0.302404013,9.877673342,5.81236855,-0.15901027,29.84652644,0,52.73990902,24.49954865,0,9.649848996,0,0,14.3633553,0.701292676
