target,Density,MP,Tg,logP,logD,A_pKa,B_pKa,logS,logPapp,Kinetic_Solubility_Pred,Soubility_ethanol,Soubility_methanol,Soubility_DMF,Max_organic_solubility,Min_organic_solubility,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,BalabanJ,TPSA,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_amidine,fr_aniline,fr_azide,fr_bicyclic,fr_halogen,fr_ketone,fr_lactam,fr_lactone,fr_nitro,fr_nitro_arom,fr_phos_acid,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_unbrch_alkane
1,1.458119988,97.15249634,-23.95595551,-2.666087389,1.434286237,3.040952444,8.632408142,-1.094542503,-6.766072273,1,-2.317017479,-2.38263191,-2.517757698,-1.923224006,-3.274336456,11.10646065,0.017426304,-5.331358764,0.30575681,14.10526316,319.231,0.368988126,-0.367486744,4.632835403,138.53,1,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1.338577509,160.8512115,18.67618942,3.492143631,3.051828623,7.655520439,4.249575615,-4.316290379,-4.498215199,0,-2.379451203,-2.443326169,-2.463283838,-1.972222028,-3.226407211,11.58895446,0.211186929,-0.336634088,0.82525391,16.76,356.447,0.285945687,-0.493193237,1.469212241,68.29,0.315789474,0,1,1,2,1,1,2,1,0,5,2,7,1,1,0,1,3,3.1596,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.924256921,150.7186279,-74.33668518,3.203401089,2.283705711,10.56117916,7.501623154,-3.06216836,-4.242753029,1,-2.108006819,-2.195828251,-2.338369512,-1.697029403,-3.088444954,5.268946208,0.493935185,0.493935185,0.6530252,12.42857143,187.286,0.059834954,-0.292386456,2.492478105,3.24,0.384615385,0,0,0,0,1,0,1,1,0,1,0,4,0,0,0,0,1,2.1826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.094582438,38.47335815,-52.02367401,1.927687883,0.485728621,8.043306351,3.613833666,-1.065402627,-4.615562439,1,-2.052148025,-1.97486181,-2.260785181,-1.585514609,-2.870490889,9.221388889,0.478888889,-1.151041667,0.582971035,17.11111111,144.601,0.144219145,-0.37398023,4.141053465,20.23,0.428571429,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1.5132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.338725924,170.1636353,63.80874252,4.450964451,3.565899134,9.536444664,7.309939384,-6.27589035,-5.574846745,0,-2.614134371,-2.804290489,-2.762329282,-2.207771576,-3.820916305,13.71137046,0.221732545,-0.610046932,0.294243604,16.70731707,560.649,0.258479736,-0.381427875,1.253405143,85.52,0.35483871,0,2,2,1,3,1,4,0,0,6,3,7,2,2,0,0,6,5.0269,0,0,0,0,1,0,0,3,3,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1,1.808671594,304.3828125,52.35828781,0.197980404,-0.307747841,8.883069992,1.466659546,-2.687078238,-4.569564342,1,-2.037938184,-2.003460823,-2.323296148,-1.603855742,-2.989531424,4.905046296,0.547453704,0.547453704,0.553854664,10.4,152.182,0.159293799,-0.340782275,3.09291205,57.36,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,0,2,1.01549,0,0,0,0,2,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.279123425,230.0972443,51.96506119,-0.10356307,-0.418130398,3.780127048,8.887924194,-3.748012543,-6.342859268,1,-2.246148439,-2.086650322,-2.180905014,-1.795190311,-3.418530494,15.46104248,0.001237293,-2.290551925,0.00957637,14.30584192,4113.641,0.325710069,-0.507966645,1.194264943,1646.18,0.609625668,0,0,0,35,4,2,6,30,0,56,2,149,0,0,0,0,6,-11.62786,7,5,0,0,2,1,0,1,40,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
1,1.441058397,134.3036652,8.723854065,2.080079317,3.015580654,9.460968971,1.395046234,-4.341977119,-4.929872036,1,-2.356396245,-2.491589619,-2.541667161,-2.144667191,-3.468806261,10.68146496,0.045063967,-0.468486535,0.477786557,10.42105263,279.321,0.342235936,-0.483309463,2.034882535,70.19,0.25,0,0,0,0,1,1,2,0,0,6,1,5,0,0,0,0,2,2.6292,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1.481192827,322.9980469,91.19662476,1.719011307,1.180098653,9.335569382,5.971271515,-2.924247503,-4.65386343,1,-2.329773542,-2.407435206,-2.501048937,-2.065174818,-3.367578778,5.903168934,0.047371399,0.047371399,0.585179106,10.73684211,253.269,0.223667901,-0.381809299,2.30783167,129.62,0,0,0,0,0,1,2,3,0,0,7,2,1,0,0,0,0,3,0.8334,0,0,3,0,0,0,0,4,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.273407936,102.6594391,-16.24292374,1.87272501,1.196236849,9.745112419,-0.045240402,-2.171801567,-4.542489052,1,-2.559688701,-2.497896799,-2.677534099,-2.080947626,-3.366895623,11.53481859,0.001666667,0.001666667,0.666820407,10.07142857,185.226,0.25455972,-0.284065029,2.626524387,22,0.083333333,0,0,0,0,1,1,2,0,0,2,1,1,0,0,0,0,2,2.14592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.166763067,115.6154327,35.7751503,4.864333153,2.241130114,11.01540375,10.13146305,-5.610177994,-4.866455078,1,-2.320791186,-2.395788063,-2.500626002,-1.911677125,-3.24688546,3.309339963,0.262685185,0.262685185,0.825437545,25.47619048,277.411,0.020917909,-0.319751368,1.880597648,12.03,0.4,3,0,3,0,2,0,2,0,2,1,0,4,0,0,0,0,5,4.2114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.282670736,224.5957947,84.3899231,3.356164217,2.032334328,9.836675644,5.01469326,-3.595410347,-5.709721088,1,-2.435463262,-2.392035535,-2.49923992,-2.033359257,-3.231668804,10.50951504,0.057219388,-1.032440056,0.586117815,46.72727273,304.386,0.115370618,-0.507956032,1.741265895,80.92,0.666666667,3,0,3,0,1,0,1,7,0,4,0,0,0,2,0,0,4,1.5508,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1.318281412,122.3349915,24.62343216,3.081879616,2.841109276,9.526883125,3.934382677,-3.788799763,-4.735022545,0,-2.503822038,-2.547127794,-2.596524362,-2.150911953,-3.36100892,11.16883909,0.100190449,-0.100190449,0.695167675,10.84,337.379,0.157035066,-0.507062905,1.913999803,77.24,0.210526316,0,0,0,0,1,2,3,0,0,6,2,6,0,0,0,0,3,3.6231,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.493607402,219.3638763,59.89265823,2.488106966,3.328225851,6.235753536,3.692828894,-4.621598244,-4.955069065,1,-2.494326612,-2.65268768,-2.539298646,-2.189918278,-3.461688242,13.75100746,0.030043329,-1.003973214,0.782460828,20.5,419.384,0.276334588,-0.502521395,1.626294404,100.87,0.35,0,2,2,2,1,1,2,2,0,6,3,3,1,1,0,0,4,1.3528,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1,1.100845814,103.8436737,-11.70085907,4.464597225,2.444467545,11.30637741,9.505103111,-3.473013401,-4.674641609,1,-2.255821709,-2.313884274,-2.439095364,-1.877911472,-3.157580823,10.04255433,0.016601764,-0.485315571,0.842985388,17.9047619,291.435,0.122406015,-0.490547849,1.876651522,41.49,0.666666667,1,0,1,0,1,0,1,1,0,3,0,6,0,1,0,0,2,3.472,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.483727694,148.2832947,72.43118286,1.987512827,1.688614607,8.714249611,2.622472763,-3.321437359,-4.445127964,1,-2.318406073,-2.192748696,-2.437648684,-1.839047903,-3.011633027,11.17309996,0.405827664,-0.405827664,0.586359034,11.0625,216.192,0.335825578,-0.489678795,2.59603906,52.58,0.083333333,0,0,0,0,1,2,3,0,0,4,2,1,0,0,0,0,3,2.5478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1.440162659,159.6194916,56.08148575,3.990360975,3.584267378,10.02659416,6.388008595,-5.668566227,-5.849823952,0,-2.346653276,-2.392925647,-2.652661843,-1.921956367,-3.510275173,13.43080267,0.066361687,-3.01899647,0.179479493,11.575,581.069,0.148204627,-0.487343923,1.291877087,106.35,0.172413793,0,0,0,0,3,2,5,0,0,8,2,11,0,0,0,0,5,6.1391,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0
1,1.030756712,88.22045898,-36.04139328,1.433338881,1.116353631,11.92475414,8.178170204,-1.049843788,-4.480002403,1,-2.462936073,-2.363980561,-2.410060633,-1.964129456,-3.36758874,5.71375,0.217546296,0.217546296,0.705114488,28.69230769,177.247,0.0975224,-0.370585902,2.150639639,21.26,0.454545455,0,1,1,0,1,0,1,2,0,2,1,1,1,1,0,2,2,1.736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.300670862,184.7348633,47.49222183,3.127600193,-0.303402662,4.112021923,2.220308304,-4.578068733,-6.295514584,1,-2.511784903,-2.438722377,-2.504016883,-2.199310735,-3.740583102,12.09514258,0.026103246,-1.356549377,0.37650074,11.63636364,446.511,0.35411169,-0.476510144,1.701973578,129.81,0.291666667,0,0,0,0,2,2,4,0,0,7,2,8,0,0,0,0,4,3.6566,0,1,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.380178809,265.9584656,69.45835876,1.830882549,1.79183948,7.516259193,3.336728811,-4.17323637,-5.46878767,0,-2.598710002,-2.752287805,-2.63912203,-2.263400612,-3.651424445,13.63278579,0.109052657,-0.666376586,0.630744512,15.91176471,459.506,0.276828897,-0.496765866,1.490393719,110.76,0.28,0,2,2,3,2,1,3,0,0,6,3,5,1,1,0,0,5,2.6996,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.335044265,112.9570923,43.76530075,4.252969742,3.303530931,7.249844551,7.563901424,-3.98567152,-4.704604149,0,-2.564905082,-2.782345963,-2.689577867,-1.940149396,-3.787712229,13.79496435,0.079151278,-1.016664046,0.35821331,20.65116279,604.13,0.318222926,-0.461738574,1.337127152,88.83,0.4375,0,3,3,1,2,1,3,2,0,8,4,7,2,2,0,0,6,4.73298,0,0,0,0,0,0,0,7,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1,1.136182547,135.4843445,-17.49687195,0.009710789,-0.200146198,16.42370605,9.206461906,0.739742994,-4.025111198,1,-2.41965795,-2.481576311,-2.652965365,-1.939243197,-3.351854212,5.317777778,0.759259259,0.759259259,0.512651003,8.571428571,94.117,0.034436457,-0.398638991,3.02146531,38.91,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0.6638,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.154539466,230.2334595,22.16011429,4.185903549,2.481127977,5.044645786,7.578841209,-5.858319283,-5.623879433,1,-2.531681071,-2.449566439,-2.541352131,-2.172043312,-3.672668956,13.57116925,0.115132579,-0.624625765,0.25896275,41.37735849,730.051,0.307146254,-0.480995565,1.35230323,125.38,0.772727273,4,1,5,0,0,2,2,12,2,8,3,8,1,4,0,0,7,8.6184,1,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,1.428006291,225.9023895,63.05063248,4.960554123,3.187707901,10.79361916,5.108960152,-4.733289719,-5.081912041,0,-2.622742821,-2.819365985,-2.707073266,-2.137550992,-3.618541605,13.60916504,0.001141361,-4.600782254,0.265859822,11.30769231,529.526,0.416061884,-0.323896904,1.406068512,97.62,0.107142857,0,0,0,1,2,3,5,0,0,7,3,6,0,0,0,0,5,6.35584,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,1.347462654,245.6366577,46.83776474,4.227229118,0.524736762,9.48573494,7.956938744,-5.492928982,-4.627345085,1,-2.60762107,-2.457061899,-2.499586226,-1.966429306,-3.421714755,12.60963496,0.035588624,-0.241982132,0.862400284,34.5,324.38,0.340085899,-0.458602152,1.325010268,62.4,0.473684211,0,4,4,0,1,1,2,5,4,4,5,2,4,4,0,1,6,2.519,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1,1.168151975,219.7517853,33.17108536,-0.328491211,1.79062283,6.293658257,9.135821342,-0.807727575,-6.429786682,1,-2.518373909,-2.416955737,-2.467558157,-2.070713434,-3.24750683,14.41312565,0.014551959,-1.692214257,0.034695025,23.56790123,1155.455,0.245419821,-0.3907169,3.837151427,490.66,0.788461538,0,1,1,11,0,0,0,13,0,18,1,28,1,1,0,2,1,-5.8315,0,2,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.901602685,177.661438,-80.5440979,2.608500481,0.520295858,12.40127277,9.857726097,-1.617101908,-4.863354206,1,-2.130962416,-2.197319477,-2.34883225,-1.681730174,-2.967005787,3.213398526,0.567037037,0.567037037,0.691108551,12.90909091,149.237,0.007609729,-0.316946099,2.508120078,12.03,0.4,0,0,0,0,1,0,1,1,0,1,0,3,0,0,0,0,1,1.837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.217291236,120.6299362,16.67180252,4.135118961,0.83555603,4.970144272,6.264438629,-6.061148167,-5.710665226,1,-2.387235795,-2.339723381,-2.29826271,-1.943824822,-3.361951531,12.17368432,0.090708613,-1.0156552,0.54829426,12.6,411.498,0.308213331,-0.481219733,2.073600101,92.7,0.375,0,0,0,1,2,0,2,2,0,4,0,11,0,0,0,0,2,3.835,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.4951998,125.0373535,30.73264694,3.223253727,3.432898045,8.382079124,5.420007229,-3.81572485,-4.309702396,1,-2.446960887,-2.745754158,-2.610607754,-2.097818199,-3.409178523,12.66756189,0.128125,-4.860147156,0.680178358,11.47368421,276.214,0.422575227,-0.325850488,3.19481974,72.24,0.363636364,0,0,0,1,1,0,1,0,0,3,0,3,0,0,0,0,1,3.2081,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0
1,1.195154786,105.356842,23.81172562,4.2053442,-0.332382441,3.560791731,7.093209743,-5.523997307,-5.564225197,1,-2.812831383,-2.696475422,-2.623071158,-2.312380977,-3.803197333,13.24097958,0.006285094,-0.948175641,0.600316336,24.86666667,416.518,0.325940155,-0.479711838,1.682483706,95.94,0.608695652,1,1,2,1,1,0,1,5,0,5,1,9,1,2,0,0,3,2.3832,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.323433638,184.5395966,35.54000473,3.591326714,1.814965725,8.138185501,6.204994202,-4.452893734,-4.577804565,1,-2.400998661,-2.506964708,-2.530449493,-2.111833576,-3.433695471,13.41591174,0.147445174,-3.708997995,0.516411487,15.76470588,488.614,0.299033637,-0.493111618,1.815923189,112.9,0.52173913,0,1,1,0,1,2,3,0,0,8,3,8,1,1,0,0,4,2.07042,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1.642643213,263.3279724,40.92574692,0.163778901,0.2754457,5.999067307,-0.268827438,-2.57246089,-5.677709103,1,-2.44470495,-2.471617119,-2.311994875,-2.150696146,-3.296896456,11.06077649,0.114674981,-0.691042953,0.345747846,15.64705882,238.159,0.433061638,-0.399592248,2.070287586,118.05,0.125,0,1,1,3,0,1,1,0,0,6,2,3,1,1,0,0,2,0.0735,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1.315077662,225.4667969,34.86130142,0.100332975,0.001009703,3.564504385,6.043102741,-1.490217447,-7.54431057,1,-2.564027842,-2.367696609,-2.360714822,-2.139403929,-3.478614687,14.94750755,0.110718102,-2.113405347,0.025550286,24.46017699,1681.915,0.325706235,-0.481229262,3.279628789,718.13,0.676923077,0,3,3,17,0,0,0,16,2,27,3,28,3,3,0,0,3,-8.1483,4,1,0,0,0,0,0,0,15,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
1,1.295871139,155.183075,5.675872803,2.846192598,-0.917687178,3.644392252,3.347121954,-2.803552628,-4.785527706,1,-2.546701484,-2.349816226,-2.39239959,-2.083837437,-3.586124763,12.30928713,0.085637073,-0.906912144,0.854030227,10.42105263,257.289,0.308845323,-0.48094512,2.315895523,59.3,0.2,0,0,0,0,1,1,2,0,0,3,1,4,0,0,0,0,2,2.19162,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.258356571,62.3213501,1.678291321,1.613588929,1.609080195,11.08640957,5.075259209,-1.790004373,-4.527526855,1,-2.461619293,-2.414628872,-2.499184095,-1.991132499,-3.345273275,12.39907785,0.054259259,-0.586018519,0.755476256,11.17647059,226.279,0.173918035,-0.293137766,2.37193696,42.85,0.214285714,0,0,0,0,0,2,2,0,0,3,2,3,0,0,0,0,2,2.6371,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.098142624,198.5406799,-25.67715645,0.936110258,-0.105665684,11.88509083,11.9768734,-1.803497195,-4.630052567,1,-2.10377357,-2.197900431,-2.43238393,-1.707801725,-2.971315983,4.01602466,0.799953704,0.799953704,0.521666945,11.07692308,177.251,0.190484676,-0.359483529,2.434226396,36.42,0.3,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0.9814,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.335837841,200.8852997,40.61617661,2.959712505,3.033623695,8.480323792,6.57540369,-4.429334641,-4.631867409,1,-2.400998661,-2.506964708,-2.507027488,-2.111833576,-3.43702928,13.32945766,0.146500352,-3.698090545,0.553404611,15.87878788,474.587,0.276858411,-0.493112565,1.851702472,113.42,0.5,0,1,1,0,1,2,3,0,0,8,3,7,1,1,0,0,4,1.6109,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1.309136152,181.6010742,5.449180603,2.231730938,1.023853421,8.97354126,8.25952816,-2.511363268,-4.592284203,1,-2.376913916,-2.462024684,-2.437327674,-1.934205636,-3.533786552,11.52311728,0.016064815,-0.452546296,0.438708272,11.12121212,469.973,0.331653183,-0.367459863,1.94E-07,85.15,0.291666667,0,0,0,0,2,2,4,0,0,7,2,6,0,0,0,0,4,2.9679,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.164331675,98.78188324,-27.68202782,2.736743689,1.527736902,11.37745285,8.965432167,-2.243976593,-4.671307087,1,-2.560580819,-2.592078799,-2.496351922,-2.056254758,-3.605892369,12.38644274,0.065462963,-0.440694444,0.766994434,19.44444444,247.338,0.316145295,-0.465313584,2.313014283,29.54,0.533333333,0,1,1,0,1,0,1,0,0,3,1,3,1,1,0,0,2,2.2131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.28670752,87.21948242,-57.32870102,0.99381578,-3.921441793,3.223966122,2.84394598,-0.760780096,-4.869590282,1,-1.983428459,-1.853241865,-1.939360662,-1.550850462,-2.764496861,10.14388889,0.669074074,-1.166296296,0.414991053,9.444444444,130.099,0.330229755,-0.47807075,3.705808466,63.6,0.2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,-0.1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.507142544,188.2171021,8.35150528,0.305027127,0.700789809,5.653681755,2.244063377,-2.093056917,-5.458134651,1,-2.302869399,-2.318907749,-2.37499083,-1.927566432,-3.26104168,11.3870514,0.058177123,-2.983236202,0.458568235,22.78947368,287.297,0.433061636,-0.399592534,2.039944303,106.02,0.5,0,1,1,0,0,1,1,1,0,7,2,3,1,1,0,1,2,0.6406,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.272725224,128.7102509,31.28318405,4.099699974,2.043799162,10.78608894,9.612922668,-4.246716976,-4.600988865,1,-2.227703226,-2.305904207,-2.392435523,-1.881233207,-3.222265221,13.17041701,0.193662672,-0.193662672,0.933941377,22.375,329.371,0.230803739,-0.493088368,1.443047263,39.72,0.368421053,0,2,2,0,2,0,2,2,0,4,2,4,1,1,0,0,4,3.3265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.337208509,102.9420624,17.77991104,2.011436224,1.110543132,9.569247246,4.908905983,-4.248605728,-4.437202454,1,-2.234828071,-2.211430091,-2.521081035,-1.795630996,-3.204944907,12.66647278,0.292585664,-1.299064014,0.625773793,12.4,359.451,0.197300894,-0.493101661,1.719426849,77.1,0.333333333,0,0,0,0,1,2,3,1,0,5,2,8,0,0,0,1,3,2.98942,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.333206296,130.2459412,25.67963791,3.111391306,2.449001551,9.025717735,8.719503403,-3.093587637,-4.670146465,1,-2.534966904,-2.455095225,-2.506480991,-1.83438514,-3.432167533,12.88126441,0.109219104,-0.751919879,0.502325911,16.67857143,408.882,0.336344535,-0.465580051,2.673625138,99.88,0.4,0,1,1,0,1,0,1,1,0,7,1,8,0,0,0,1,2,2.2663,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.326374888,133.7050018,45.84423447,3.910064697,3.374320507,9.372831345,4.068162918,-5.223520756,-4.400393963,1,-2.787424261,-2.888709576,-2.798366655,-2.176969791,-3.779671761,12.5879406,0.061484788,0.061484788,0.841517571,17.52173913,324.811,0.248186673,-0.3098548,1.844620314,32.67,0.263157895,1,1,2,1,2,0,2,0,0,2,1,3,0,1,0,0,4,3.934,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.577362299,213.533783,53.10654068,2.541545391,2.033679485,6.652506351,1.147227764,-5.142017365,-5.123707771,1,-2.294071737,-2.513999165,-2.499192638,-1.887541243,-3.405408964,13.41255331,0.045220419,-4.871620672,0.691405127,11.31034483,425.754,0.41975251,-0.450799411,2.114305816,105.7,0.176470588,0,0,0,0,1,2,3,0,0,7,2,4,0,0,0,0,3,2.65458,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1,1.441021562,186.4779663,72.0027771,3.74338603,1.529593706,7.727051735,7.977044106,-5.205348969,-4.888613701,0,-2.329153064,-2.516082273,-2.446160741,-1.987711838,-3.359442395,14.84652448,0.084470938,-0.84951262,0.237489857,11.25,623.642,0.342635086,-0.479918284,1.785862914,132.61,0.206896552,0,0,0,2,2,3,5,0,0,11,3,9,0,0,0,0,5,3.7505,0,0,0,0,0,0,0,5,2,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1,1.257649422,211.497818,54.28123856,3.971644402,1.983118773,9.129785538,8.98559761,-6.490665436,-5.616034031,0,-2.738431518,-2.895266246,-2.708898276,-2.234070537,-3.781239111,13.6504632,0.143172057,-0.403882066,0.626303274,14.4137931,398.482,0.255944105,-0.358205853,1.833512171,77.23,0.363636364,0,1,1,2,1,1,2,0,0,3,2,7,0,0,0,0,3,3.33494,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.456319332,213.5381165,69.00178528,0.34792757,-0.052682161,6.047709465,8.863220215,-2.94282937,-4.971578598,1,-2.738767348,-2.688903192,-2.867094593,-2.448849764,-3.884313874,14.87452074,0.033885293,-1.336542401,0.730423626,20.89285714,389.387,0.340725121,-0.477497012,1.858152599,123.04,0.444444444,1,1,2,0,0,2,2,1,0,8,3,5,1,2,0,1,4,0.966,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1.231111884,107.2920837,32.19868088,2.446494818,3.66039896,11.26980114,9.742321014,-3.461885452,-4.72209549,1,-2.326343702,-2.332900633,-2.583875107,-1.889039479,-3.389605328,7.716012498,0.212754525,0.212754525,0.274457642,11,301.394,0.208747565,-0.496742759,1.912082361,85.29,0.375,0,0,0,0,1,1,2,0,0,3,1,7,0,0,0,0,2,2.81457,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,2.368912935,203.4095154,76.65419006,1.845338583,1.457499981,4.179368496,5.192028046,-5.214773178,-4.516751766,1,-2.533934651,-2.561946815,-2.624596149,-2.187615049,-3.696324549,11.88677249,0.12172842,-0.93078709,0.4039585,12.05,613.959,0.307528195,-0.480984729,3.330354933,83.63,0.333333333,0,0,0,1,1,0,1,1,0,3,0,4,0,0,0,1,1,3.1562,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,1.499217629,253.2042847,77.02101135,2.762454033,3.113101959,7.242622375,4.373912811,-4.713540077,-4.904436111,0,-2.69654537,-2.915834466,-2.858822722,-2.340196537,-3.78311468,14.12893881,0.018426451,-0.804966189,0.451073004,10.93548387,426.387,0.411055884,-0.452631011,1.83591287,146.86,0.105263158,0,0,0,1,1,3,4,0,0,9,3,4,0,0,0,0,4,2.5575,0,0,2,0,0,0,0,5,1,2,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
1,1.372567534,133.2095947,4.228347778,3.174147129,3.031208038,8.826498032,3.106706142,-3.824474096,-4.735501289,1,-2.258984612,-2.376560289,-2.361592967,-1.998165013,-3.207982469,11.72317271,0.086160242,-0.616944444,0.470084407,9.882352941,229.235,0.34681459,-0.506971722,2.206264997,72.55,0,0,0,0,0,2,0,2,0,0,4,0,2,0,0,0,0,2,2.1936,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
