solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
"1,2-dichlorobenzene",Cn1cc([N+](=O)[O-])cn1,Clc1ccccc1Cl,0.000121,,Cn1cc([N+](=O)[O-])cn1,Clc1ccccc1Cl,-3.91721463,298.15,5.576728395,0.605709877,0.605709877,0.528586339,142.972,0.059180344,-0.082713195,0.059180344,0.875,1.5,35.49826032,10.36538253,-1.618361442,6.414178176,1.708880921,1.768177215,162.6383389,0.439294576,-0.2,2.3818409,1.145679012,0,0,0,0,0,0,0,35.33461392,12.13273414,0,10.04526663,0,23.20187978,0,0,0,0,23.20187978,0,0,0,0,24.26546827,0,0,0,0,0,10.04526663,0,0,12.13273414,12.13273414,0,23.20187978,0,1.211419753,0,0,7.190679012,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.9934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ethyl lactate,c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCOC(=O)C(C)O,0.03358,,c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCOC(=O)C(C)O,-1.473919308,298.15,10.27060185,0.323148148,-0.990787037,0.516128884,108.052,0.334147689,-0.464078219,0.334147689,1.875,2.5,16.54475181,10.42206441,-2.182683143,5.731709792,-0.151419867,1.670925436,77.74296763,0.262860031,-0.57,3.43425868,2.577420843,9.843390349,6.103966388,0,0,0,4.794537184,0,0,13.8474744,0,6.606881965,14.63792753,5.969305288,0,0,0,0,0,23.78668104,9.531400138,0,13.8474744,0,0,46.53,12.07327168,4.794537184,0,6.606881965,0,6.9237372,6.9237372,0,4.736862954,5.106527395,4.414351852,8.477453704,0,-0.5625,0,-0.990787037,3.39087963,0,0.8,1,3,0,0,0,1,0,3,3,2,-0.0697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0
propylene carbonate,O=C(O)c1cccc([N+](=O)[O-])c1,CC1COC(=O)O1,0.0834,,O=C(O)c1cccc([N+](=O)[O-])c1,CC1COC(=O)O1,-1.078833949,298.15,10.00902778,0.048611111,-0.548611111,0.418614149,96.041,0.508289939,-0.430345716,0.430345716,1.857142857,2.714285714,16.7642831,10.45762829,-2.006603554,5.611716388,0.121287554,1.866819311,88.93569697,0.417703214,-0.73,1.404932135,0.823939078,9.473725908,12.71084835,0,0,0,4.794537184,0,0,6.9237372,0,0,14.26826309,6.15536563,0,0,0,4.794537184,0,18.86621398,9.473725908,0,6.9237372,0,0,35.53,6.15536563,4.794537184,6.103966388,6.606881965,0,0,6.9237372,0,9.473725908,0,8.903935185,0,0,0,0,-0.597222222,2.184259259,0,0.75,0,3,0,1,0,1,0,3,3,0,0.5417,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1
n-methylformamide,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CNC=O,0.001494,,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CNC=O,-2.825649403,298.15,9.0625,0.625,0.625,0.399916757,54.028,0.206363899,-0.36175235,0.206363899,2,2.25,16.13824179,11.234357,-1.975599813,5.444107679,-0.108629497,1.370950594,20,0,-0.53,2.47,1.47,5.316788604,0,0,0,4.794537184,0,0,0,0,7.047671983,0,4.794537184,6.410095306,5.316788604,0,5.316788604,0,0,13.45776729,4.794537184,0,0,0,0,29.1,0,0,0,6.410095306,0,0,7.047671983,0,5.316788604,4.794537184,0,2.25,0,0,0,0.625,0,1.5625,0.5,1,2,0,0,0,0,0,1,2,1,-0.6378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
2-pentanol,O=[N+]([O-])c1cccc2ccccc12,CCCC(C)O,0.03244,,O=[N+]([O-])c1cccc2ccccc12,CCCC(C)O,-1.488919154,298.15,8.552361111,0.101851852,-0.101851852,0.536831757,76.054,0.05115656,-0.393419452,0.05115656,1.666666667,2.166666667,16.26465424,10.23251166,-1.954541118,4.400152443,0.183327368,1.348587896,25.11941548,0.417774579,-0.04,3.161612903,3.96,5.106527395,0,0,0,0,0,0,13.34455882,13.34455882,0,6.103966388,5.106527395,0,0,0,0,0,0,11.21049378,0,0,26.68911765,0,0,20.23,0,0,6.103966388,0,12.84164325,0,0,6.9237372,6.9237372,5.106527395,0,8.552361111,0,0,0,1.909722222,3.87125,0,1,1,1,0,0,0,1,0,1,1,2,1.1673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
n-pentane,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCCCC,1.59E-06,1.40E-05,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,CCCCC,-5.798602876,298.15,2.211805556,1.34375,1.34375,0.46878551,60.055,-0.053831315,-0.065382555,0.053831315,1,1.4,13.74496242,10.27970514,-1.587194861,4.236962415,0.771705139,1.405639062,7.509775004,0.353553391,0,4,4,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,0,0,0,0,0,33.10993927,0,0,0,0,0,0,0,0,19.26246487,0,0,13.8474744,0,0,0,0,0,0,4.076388889,4.423611111,0,1,0,0,0,0,0,0,0,0,0,2,2.1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1-propoxy-2-propanol,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,CCCOCC(C)O,0.0005083,,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,CCCOCC(C)O,-3.29387989,298.15,8.653993764,0.318009259,-0.318009259,0.552991093,104.064,0.074512711,-0.391019024,0.074512711,1.625,2.625,16.48518994,10.43276446,-2.097986899,4.392534937,0.046617512,1.664672795,43.7931939,0.398226658,-0.08,5.064508671,5.92,9.843390349,0,0,0,0,0,0,6.9237372,13.34455882,6.606881965,12.71084835,9.843390349,0,0,0,0,0,0,24.42425771,4.736862954,0,20.26829602,0,0,29.46,0,0,6.103966388,6.606881965,13.02770359,0,6.9237372,6.9237372,0,9.843390349,4.994212963,8.653993764,0,0,0,0.702546296,4.98258031,0,1,1,2,0,0,0,1,0,2,2,4,0.7938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0
1-methoxy-2-propyl acetate,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,COCC(C)OC(C)=O,0.0031898,,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,COCC(C)OC(C)=O,-2.496236546,298.15,10.25120748,0.131944444,-0.264305556,0.526902469,120.063,0.302473896,-0.460402961,0.302473896,1.666666667,2.555555556,16.56249988,10.42891958,-2.168112883,5.656012766,-0.147194711,1.630324222,90.30376252,0.552046416,-0.57,4.322705119,5.298665785,9.473725908,6.103966388,0,0,4.794537184,0,0,0,6.9237372,14.03353474,6.606881965,14.26826309,5.969305288,0,0,0,0,0,25.78995118,14.26826309,0,13.8474744,0,0,35.53,0,4.794537184,12.07327168,6.606881965,0,6.9237372,14.03353474,0,0,9.473725908,9.453935185,0,0,-0.264305556,0,-0.131944444,3.621666667,1.569440665,0.833333333,0,3,0,0,0,1,0,3,3,3,0.5844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0
2-(2-methoxypropoxy) propanol,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,COC(C)COC(C)COC(C)CO,0.0026741,,O=P(NCc1cccc(CNP(=O)(Oc2ccccc2)Oc2ccccc2)c1)(Oc1ccccc1)Oc1ccccc1,COC(C)COC(C)COC(C)CO,-2.572822356,298.15,8.718034729,0.029259259,-0.124167953,0.638599057,184.106,0.078142396,-0.393689782,0.078142396,0.928571429,1.928571429,16.5561113,10.35978192,-2.251515477,4.532666096,-0.06772004,2.215636169,115.2904058,0.768408895,-0.16,8.173359973,7.263368639,19.31711626,0,0,0,0,0,0,0,20.7712116,7.109797541,38.13254506,19.31711626,0,0,0,0,0,0,50.34886999,14.21058886,0,20.7712116,0,0,47.92,0,0,24.91878113,13.21376393,0,0,7.109797541,20.7712116,0,19.31711626,15.80245449,8.718034729,0,0,0,0.009457305,6.814271699,1.655781776,1,1,4,0,0,0,3,0,4,4,8,0.8238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0
mesitylene,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,Cc1cc(C)cc(C)c1,0.2823,,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,Cc1cc(C)cc(C)c1,-0.549289122,298.15,2.1875,1.354166667,1.354166667,0.493392712,108.099,-0.039754683,-0.056365285,0.039754683,0.666666667,1.111111111,13.93108972,10.09758413,-1.776682552,5.266192905,1.322148357,1.588091448,160.8005151,1.202350269,-0.78,2.218872017,1.562760731,0,0,0,0,0,0,0,34.88945568,20.7712116,0,0,0,0,0,0,0,0,0,0,0,20.7712116,16.69035448,18.19910121,0,0,0,0,0,0,0,16.69035448,0,0,38.9703128,0,0,0,4.0625,0,6.5625,0,6.375,0,0.333333333,0,0,0,0,0,0,0,0,0,0,2.61186,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
ε-caprolactone,O=C(O)CCC(=O)O,O=C1CCCCCO1,0.01126,,O=C(O)CCC(=O)O,O=C1CCCCCO1,-1.948461609,298.15,10.46083333,0.025462963,-0.025462963,0.440706329,104.064,0.305277534,-0.465675003,0.305277534,1.25,3,16.53263976,10.20484462,-1.996584833,5.688901399,-0.142184485,1.940878457,78.52932501,0.806349353,-0.53,2.698435941,1.523475772,4.736862954,0,0,0,4.794537184,0,0,0,19.26246487,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,25.68328649,0,0,26.3,0,4.794537184,5.969305288,13.02770359,19.26246487,0,0,0,0,4.736862954,4.763888889,0,0,-0.025462963,0,3.829675926,0.637731481,0,0.833333333,0,2,0,1,0,0,0,2,2,0,1.1036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
p-cymene,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,Cc1ccc(C(C)C)cc1,0.1547,,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,Cc1ccc(C(C)C)cc1,-0.810509686,298.15,2.212962963,0.653333333,0.653333333,0.553258492,120.11,-0.021882053,-0.059041992,0.021882053,1,1.9,14.0042386,10.02448253,-1.848672205,5.228177045,0.86584421,1.884505361,193.7832245,0.951353092,-0.78,2.869483956,1.598288066,0,0,0,0,0,0,0,43.67639416,18.40509474,0,0,0,0,0,0,0,0,0,0,0,6.9237372,30.89228343,24.26546827,0,0,0,0,0,5.917906046,0,11.12690298,0,0,45.03667987,0,0,0,2.759259259,0.653333333,8.712962963,0,6.541111111,0,0.4,0,0,0,0,0,0,0,0,0,1,3.11842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
epichlorohydrin,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,ClCC1CO1,0.00159,,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,ClCC1CO1,-2.798602876,298.15,5.273919753,0.399691358,0.399691358,0.341366549,87.485,0.094437047,-0.371834437,0.094437047,2,2.6,35.49566284,10.57743413,-1.796812845,6.179151142,0.42493151,2.120952031,33.87430298,0.157128462,0.25,1.1492,0.780612245,4.736862954,0,0,0,0,0,11.60093989,0,0,0,18.5908518,4.736862954,11.60093989,0,0,0,0,11.60093989,18.5908518,4.736862954,0,0,0,0,12.53,0,0,0,11.98396983,6.606881965,0,0,0,0,16.33780284,4.725694444,0,0,0.666666667,0,0.399691358,0.878472222,0,1,0,1,0,1,0,1,0,1,2,1,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
"1,1,1-trichloroethane",CCCCCCCCCCCCCCCCCC(=O)OCCO,CC(Cl)(Cl)Cl,0.0097,,CCCCCCCCCCCCCCCCCC(=O)OCCO,CC(Cl)(Cl)Cl,-2.013228266,298.15,5.06095679,1.083333333,-1.083333333,0.445170557,130.381,0.187382185,-0.084013451,0.084013451,1.2,1.2,35.5825127,10.94804361,-1.870955352,6.667091449,1.268177792,0.721928095,20.36452798,0,0.87,1.545387578,52.99736161,0,0,3.792535936,0,0,0,0,34.80281967,6.9237372,0,0,0,34.80281967,0,0,0,0,34.80281967,3.792535936,0,0,6.9237372,0,0,0,3.792535936,0,0,0,0,6.9237372,0,0,0,34.80281967,-1.083333333,0,0,0,0,0,1.483796296,0,1,0,0,0,0,0,0,0,0,3,0,2.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2-aminoethanol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,NCCO,0.000419,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,NCCO,-3.377785977,298.15,7.75,0.097222222,0.097222222,0.405578416,54.028,0.055324581,-0.395062739,0.055324581,1.75,2,16.25070839,10.7602813,-2.015888677,4.171488089,0.306130165,1.370950594,8,0,-0.08,2.92,1.92,10.84019487,0,0,0,0,0,0,0,0,6.544756406,6.606881965,5.106527395,0,0,5.733667477,5.733667477,0,0,18.25816577,0,0,0,0,0,46.25,0,0,6.606881965,6.544756406,0,0,0,0,0,10.84019487,0,7.75,4.777777778,0,0,0,0.472222222,0,1,3,2,0,0,0,0,0,2,2,1,-1.0626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0
morpholine-4-carbaldehyde,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,O=CN1CCOCC1,0.0203,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,O=CN1CCOCC1,-1.692503962,298.15,10.03027778,0.693194444,0.693194444,0.430034913,106.06,0.209363331,-0.377774583,0.209363331,1.375,2.375,16.47771274,10.46651539,-2.343670035,5.464466293,-0.1213804,1.903491193,78.49785514,0.682882872,-0.57,2.667813604,1.198350597,9.636772685,0,0,0,4.794537184,0,0,0,0,13.08951281,13.21376393,9.531400138,6.410095306,4.899909731,0,0,0,0,37.61328178,9.531400138,0,0,0,0,29.54,0,4.794537184,0,13.21376393,19.49960812,0,4.899909731,0,0,4.736862954,5.000972222,0,0,0,0,0.863611111,2.893333333,0,0.8,0,3,0,1,0,0,0,2,3,1,-0.525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
sulfolane,c1ccc2c(c1)sc1ccccc12,O=S1(=O)CCCC1,0.0541,,c1ccc2c(c1)sc1ccccc12,O=S1(=O)CCCC1,-1.266802735,298.15,10.43055556,0.423611111,-2.546296296,0.457203817,112.109,0.149819495,-0.228840387,0.149819495,1,1.571428571,32.2278393,10.39358405,-1.979979525,7.911261388,0.601980148,1.840725771,133.07273,0.746012623,-0.05,1.472587813,1.158951031,0,9.837253136,0,0,0,8.417796984,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,34.14,9.837253136,8.417796984,0,11.50570721,12.84164325,0,0,0,0,0,20.86111111,0,0,0.847222222,0,1.75462963,0,-2.546296296,1,0,2,0,1,0,0,0,2,3,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
"2,2,4-trimethylpentane",c1cc2ccc3cccc4ccc(c1)c2c34,CCC(C)(C)C(C)C,0.0072,,c1cc2ccc3cccc4ccc(c1)c2c34,CCC(C)(C)C(C)C,-2.142667504,298.15,2.31712963,0.541666667,0.541666667,0.517234096,96.088,-0.033377097,-0.064863327,0.033377097,1.25,1.625,14.23602865,9.790669788,-2.165368076,4.686056226,0.239800876,1.666812727,60.4385619,0.40824829,0,2.52,1.851851852,0,0,0,0,0,0,0,41.03950762,11.33289652,0,0,0,0,0,11.33289652,0,0,0,0,0,11.33289652,41.03950762,0,0,0,0,0,0,5.414990469,5.917906046,6.420821623,0,0,34.618686,0,0,0,0.541666667,0.8125,0,1.282407407,11.44675926,0,1,0,0,0,0,0,0,0,0,0,2,3.0786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
